1	0	1	1
2	0	6	1
3	0	25	1
4	0	31	1
5	0	40	1
6	0	44	1
7	0	55	1
8	0	67	1
9	0	74	1
10	0	85	1
11	0	86	1
12	0	93	1
13	0	95	1
14	0	97	1
15	0	103	1
16	0	110	1
17	0	120	1
18	0	146	1
19	0	153	1
20	0	156	1
21	0	157	1
22	0	180	1
23	0	185	1
24	0	217	1
25	0	220	1
26	0	237	1
27	0	239	1
28	0	252	1
29	0	259	1
30	0	277	1
31	0	283	1
32	0	298	1
33	0	306	1
34	0	320	1
35	0	327	1
36	0	330	1
37	0	333	1
38	0	339	1
39	0	348	1
40	0	359	1
41	0	360	1
42	0	366	1
43	0	367	1
44	0	373	1
45	0	375	1
46	0	376	1
47	0	379	1
48	0	380	1
49	0	390	1
50	0	396	1
51	0	422	1
52	0	430	1
53	0	469	1
54	0	471	1
55	0	499	1
56	0	522	1
57	0	530	1
58	0	542	1
59	0	557	1
60	0	567	1
61	0	575	1
62	0	578	1
63	0	586	1
64	0	595	1
65	0	598	1
66	0	608	1
67	0	614	1
68	0	646	1
69	0	647	1
70	0	657	1
71	0	668	1
72	0	689	1
73	0	694	1
74	0	698	1
75	0	705	1
76	0	708	1
77	0	719	1
78	0	763	1
79	0	793	1
80	0	799	1
81	0	813	1
82	0	825	1
83	0	830	1
84	0	831	1
85	0	847	1
86	0	853	1
87	0	874	1
88	0	876	1
89	0	888	1
90	0	889	1
91	0	912	1
92	0	923	1
93	0	937	1
94	0	952	1
95	0	955	1
96	0	962	1
97	0	979	1
98	0	986	1
99	0	988	1
100	0	992	1
101	0	994	1
102	0	1002	1
103	0	1018	1
104	0	1053	1
105	0	1054	1
106	0	1074	1
107	0	1092	1
108	0	1108	1
109	0	1120	1
110	0	1157	1
111	0	1173	1
112	0	1182	1
113	0	1186	1
114	0	1189	1
115	0	1200	1
116	0	1201	1
117	0	1208	1
118	0	1215	1
119	0	1223	1
120	0	1230	1
121	0	1240	1
122	0	1241	1
123	0	1261	1
124	0	1269	1
125	0	1277	1
126	0	1288	1
127	0	1297	1
128	0	1323	1
129	0	1334	1
130	0	1342	1
131	0	1370	1
132	0	1375	1
133	0	1377	1
134	0	1381	1
135	0	1384	1
136	0	1389	1
137	0	1412	1
138	0	1431	1
139	0	1443	1
140	0	1444	1
141	0	1472	1
142	0	1483	1
143	0	1497	1
144	0	1510	1
145	0	1531	1
146	0	1560	1
147	0	1563	1
148	0	1570	1
149	0	1598	1
150	0	1602	1
151	0	1608	1
152	0	1609	1
153	0	1613	1
154	0	1620	1
155	0	1641	1
156	0	1646	1
157	0	1656	1
158	0	1662	1
159	0	1663	1
160	0	1680	1
161	0	1684	1
162	0	1710	1
163	0	1721	1
164	0	1734	1
165	0	1748	1
166	0	1760	1
167	0	1770	1
168	0	1780	1
169	0	1803	1
170	0	1804	1
171	0	1809	1
172	0	1820	1
173	0	1822	1
174	0	1828	1
175	0	1831	1
176	0	1839	1
177	0	1865	1
178	0	1890	1
179	0	1891	1
180	0	1895	1
181	0	1925	1
182	0	1932	1
183	0	1933	1
184	0	1935	1
185	0	1944	1
186	0	1963	1
187	0	1979	1
188	0	1984	1
189	0	1989	1
190	0	2027	1
191	0	2035	1
192	0	2047	1
193	0	2049	1
194	0	2057	1
195	0	2060	1
196	0	2062	1
197	0	2065	1
198	0	2073	1
199	0	2085	1
200	0	2092	1
201	0	2114	1
202	0	2127	1
203	0	2133	1
204	0	2134	1
205	0	2139	1
206	0	2153	1
207	0	2186	1
208	0	2206	1
209	0	2211	1
210	0	2215	1
211	0	2226	1
212	0	2235	1
213	0	2253	1
214	0	2265	1
215	0	2266	1
216	0	2276	1
217	0	2282	1
218	0	2284	1
219	0	2285	1
220	0	2297	1
221	0	2311	1
222	0	2313	1
223	0	2314	1
224	0	2319	1
225	0	2320	1
226	0	2355	1
227	0	2359	1
228	0	2365	1
229	0	2367	1
230	0	2392	1
231	0	2394	1
232	0	2400	1
233	0	2417	1
234	0	2424	1
235	0	2426	1
236	0	2428	1
237	0	2430	1
238	0	2439	1
239	0	2440	1
240	0	2441	1
241	0	2453	1
242	0	2467	1
243	0	2473	1
244	0	2488	1
245	0	2491	1
246	0	2498	1
247	0	2500	1
248	0	2506	1
249	0	2509	1
250	0	2516	1
251	0	2523	1
252	0	2561	1
253	0	2576	1
254	0	2585	1
255	0	2592	1
256	0	2600	1
257	0	2628	1
258	0	2629	1
259	0	2638	1
260	0	2649	1
261	0	2650	1
262	0	2652	1
263	0	2657	1
264	0	2661	1
265	0	2665	1
266	0	2676	1
267	0	2685	1
268	0	2686	1
269	0	2687	1
270	0	2696	1
271	0	2737	1
272	0	2740	1
273	0	2749	1
274	0	2760	1
275	0	2794	1
276	0	2801	1
277	0	2814	1
278	0	2824	1
279	0	2826	1
280	0	2830	1
281	0	2870	1
282	0	2871	1
283	0	2882	1
284	0	2884	1
285	0	2887	1
286	0	2892	1
287	0	2951	1
288	0	2959	1
289	0	2970	1
290	0	2989	1
291	0	3025	1
292	0	3049	1
293	0	3058	1
294	0	3064	1
295	0	3075	1
296	0	3080	1
297	0	3092	1
298	0	3100	1
299	0	3113	1
300	0	3116	1
301	0	3118	1
302	0	3120	1
303	0	3121	1
304	0	3130	1
305	0	3145	1
306	0	3156	1
307	0	3157	1
308	0	3160	1
309	0	3163	1
310	0	3164	1
311	0	3165	1
312	0	3178	1
313	0	3224	1
314	0	3225	1
315	0	3236	1
316	0	3256	1
317	0	3274	1
318	0	3278	1
319	0	3288	1
320	0	3293	1
321	0	3294	1
322	0	3296	1
323	0	3298	1
324	0	3306	1
325	0	3307	1
326	0	3316	1
327	0	3331	1
328	0	3343	1
329	0	3347	1
330	0	3355	1
331	0	3365	1
332	0	3375	1
333	0	3376	1
334	0	3386	1
335	0	3387	1
336	0	3388	1
337	0	3412	1
338	0	3418	1
339	0	3420	1
340	0	3430	1
341	0	3433	1
342	0	3437	1
343	0	3446	1
344	0	3455	1
345	0	3461	1
346	0	3464	1
347	0	3466	1
348	0	3474	1
349	0	3476	1
350	0	3498	1
351	0	3502	1
352	0	3514	1
353	0	3516	1
354	0	3525	1
355	0	3552	1
356	0	3563	1
357	0	3576	1
358	0	3592	1
359	0	3608	1
360	0	3645	1
361	0	3656	1
362	0	3659	1
363	0	3668	1
364	0	3682	1
365	0	3683	1
366	0	3707	1
367	0	3711	1
368	0	3719	1
369	0	3731	1
370	0	3738	1
371	0	3738	1
372	0	3739	1
373	0	3743	1
374	0	3773	1
375	0	3781	1
376	0	3814	1
377	0	3815	1
378	0	3821	1
379	0	3829	1
380	0	3835	1
381	0	3836	1
382	0	3842	1
383	0	3851	1
384	0	3856	1
385	0	3870	1
386	0	3877	1
387	0	3944	1
388	0	3944	1
389	0	3950	1
390	0	3969	1
391	0	3990	1
392	0	4005	1
393	0	4038	1
394	0	4039	1
395	0	4042	1
396	0	4055	1
397	0	4059	1
398	0	4062	1
399	0	4076	1
400	0	4085	1
401	0	4086	1
402	0	4088	1
403	0	4096	1
404	0	4112	1
405	0	4150	1
406	0	4155	1
407	0	4160	1
408	0	4162	1
409	0	4164	1
410	0	4169	1
411	0	4184	1
412	0	4188	1
413	0	4198	1
414	0	4201	1
415	0	4218	1
416	0	4221	1
417	0	4237	1
418	0	4238	1
419	0	4244	1
420	0	4258	1
421	0	4287	1
422	0	4310	1
423	0	4312	1
424	0	4316	1
425	0	4318	1
426	0	4329	1
427	0	4347	1
428	0	4358	1
429	0	4364	1
430	0	4368	1
431	0	4377	1
432	0	4385	1
433	0	4395	1
434	0	4414	1
435	0	4423	1
436	0	4426	1
437	0	4427	1
438	0	4431	1
439	0	4438	1
440	0	4440	1
441	0	4471	1
442	0	4486	1
443	0	4494	1
444	0	4504	1
445	0	4506	1
446	0	4521	1
447	0	4537	1
448	0	4555	1
449	0	4575	1
450	0	4611	1
451	0	4613	1
452	0	4664	1
453	0	4665	1
454	0	4669	1
455	0	4670	1
456	0	4682	1
457	0	4694	1
458	0	4703	1
459	0	4713	1
460	0	4719	1
461	0	4750	1
462	0	4763	1
463	0	4775	1
464	0	4780	1
465	0	4782	1
466	0	4783	1
467	0	4792	1
468	0	4796	1
469	0	4800	1
470	0	4807	1
471	0	4809	1
472	0	4812	1
473	0	4837	1
474	0	4845	1
475	0	4854	1
476	0	4878	1
477	0	4879	1
478	0	4880	1
479	0	4881	1
480	0	4886	1
481	0	4889	1
482	0	4891	1
483	0	4899	1
484	0	4901	1
485	0	4908	1
486	0	4919	1
487	0	4921	1
488	0	4928	1
489	0	4947	1
490	0	4949	1
491	0	4950	1
492	0	4960	1
493	0	4976	1
494	0	4978	1
495	0	4985	1
496	0	4999	1
497	0	5005	1
498	0	5021	1
499	0	5027	1
500	0	5037	1
501	0	5044	1
502	0	5054	1
503	0	5066	1
504	0	5072	1
505	0	5081	1
506	0	5100	1
507	0	5121	1
508	0	5125	1
509	0	5145	1
510	0	5150	1
511	0	5166	1
512	0	5169	1
513	0	5198	1
514	0	5202	1
515	0	5204	1
516	0	5213	1
517	0	5225	1
518	0	5250	1
519	0	5259	1
520	0	5271	1
521	0	5272	1
522	0	5279	1
523	0	5285	1
524	0	5301	1
525	0	5311	1
526	0	5340	1
527	0	5341	1
528	0	5350	1
529	0	5351	1
530	0	5368	1
531	0	5369	1
532	0	5370	1
533	0	5372	1
534	0	5376	1
535	0	5403	1
536	0	5418	1
537	0	5420	1
538	0	5423	1
539	0	5458	1
540	0	5476	1
541	0	5486	1
542	0	5507	1
543	0	5509	1
544	0	5512	1
545	0	5523	1
546	0	5530	1
547	0	5560	1
548	0	5601	1
549	0	5607	1
550	0	5621	1
